game_id,game_date,home_team,away_team,location,date,hour,game_string,away_score,home_score
401705572,20/03/2025,Los Angeles Lakers,Denver Nuggets,crypto.com Arena,20/03/2025,02:00 UTC,"Denver Nuggets vs Los Angeles Lakers @ crypto.com Arena, 2025-03-20 02:00 UTC",108.0,120.0
401705573,20/03/2025,Phoenix Suns,Chicago Bulls,PHX Arena,20/03/2025,02:00 UTC,"Chicago Bulls vs Phoenix Suns @ PHX Arena, 2025-03-20 02:00 UTC",121.0,127.0
401705574,20/03/2025,Portland Trail Blazers,Memphis Grizzlies,Moda Center,20/03/2025,02:00 UTC,"Memphis Grizzlies vs Portland Trail Blazers @ Moda Center, 2025-03-20 02:00 UTC",99.0,115.0
401705575,20/03/2025,Sacramento Kings,Cleveland Cavaliers,Golden 1 Center,20/03/2025,02:00 UTC,"Cleveland Cavaliers vs Sacramento Kings @ Golden 1 Center, 2025-03-20 02:00 UTC",119.0,123.0
401705576,20/03/2025,Charlotte Hornets,New York Knicks,Spectrum Center,20/03/2025,23:00 UTC,"New York Knicks vs Charlotte Hornets @ Spectrum Center, 2025-03-20 23:00 UTC",98.0,115.0
401705577,20/03/2025,Indiana Pacers,Brooklyn Nets,Gainbridge Fieldhouse,20/03/2025,23:00 UTC,"Brooklyn Nets vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-03-20 23:00 UTC",99.0,105.0
401705578,19/03/2025,Golden State Warriors,Milwaukee Bucks,Chase Center,19/03/2025,02:00 UTC,"Milwaukee Bucks vs Golden State Warriors @ Chase Center, 2025-03-19 02:00 UTC",93.0,104.0
401705579,21/03/2025,Sacramento Kings,Chicago Bulls,Golden 1 Center,21/03/2025,02:00 UTC,"Chicago Bulls vs Sacramento Kings @ Golden 1 Center, 2025-03-21 02:00 UTC",128.0,116.0
401705580,21/03/2025,Washington Wizards,Orlando Magic,Capital One Arena,21/03/2025,23:00 UTC,"Orlando Magic vs Washington Wizards @ Capital One Arena, 2025-03-21 23:00 UTC",120.0,105.0
401705581,22/03/2025,Miami Heat,Houston Rockets,Kaseya Center,22/03/2025,00:00 UTC,"Houston Rockets vs Miami Heat @ Kaseya Center, 2025-03-22 00:00 UTC",102.0,98.0
401705582,22/03/2025,Minnesota Timberwolves,New Orleans Pelicans,Target Center,22/03/2025,00:00 UTC,"New Orleans Pelicans vs Minnesota Timberwolves @ Target Center, 2025-03-22 00:00 UTC",93.0,134.0
401705583,22/03/2025,Oklahoma City Thunder,Charlotte Hornets,Paycom Center,22/03/2025,00:00 UTC,"Charlotte Hornets vs Oklahoma City Thunder @ Paycom Center, 2025-03-22 00:00 UTC",106.0,141.0
401705584,22/03/2025,San Antonio Spurs,Philadelphia 76ers,Frost Bank Center,22/03/2025,00:00 UTC,"Philadelphia 76ers vs San Antonio Spurs @ Frost Bank Center, 2025-03-22 00:00 UTC",120.0,128.0
401705585,22/03/2025,Dallas Mavericks,Detroit Pistons,American Airlines Center,22/03/2025,00:30 UTC,"Detroit Pistons vs Dallas Mavericks @ American Airlines Center, 2025-03-22 00:30 UTC",117.0,123.0
401705586,22/03/2025,Utah Jazz,Boston Celtics,Delta Center,22/03/2025,01:30 UTC,"Boston Celtics vs Utah Jazz @ Delta Center, 2025-03-22 01:30 UTC",121.0,99.0
401705587,22/03/2025,Phoenix Suns,Cleveland Cavaliers,PHX Arena,22/03/2025,02:00 UTC,"Cleveland Cavaliers vs Phoenix Suns @ PHX Arena, 2025-03-22 02:00 UTC",112.0,123.0
401705588,22/03/2025,Portland Trail Blazers,Denver Nuggets,Moda Center,22/03/2025,02:00 UTC,"Denver Nuggets vs Portland Trail Blazers @ Moda Center, 2025-03-22 02:00 UTC",109.0,128.0
401705589,22/03/2025,LA Clippers,Memphis Grizzlies,Intuit Dome,22/03/2025,02:30 UTC,"Memphis Grizzlies vs LA Clippers @ Intuit Dome, 2025-03-22 02:30 UTC",108.0,128.0
401705590,22/03/2025,Indiana Pacers,Brooklyn Nets,Gainbridge Fieldhouse,22/03/2025,21:00 UTC,"Brooklyn Nets vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-03-22 21:00 UTC",103.0,108.0
401705591,22/03/2025,Atlanta Hawks,Golden State Warriors,State Farm Arena,22/03/2025,23:00 UTC,"Golden State Warriors vs Atlanta Hawks @ State Farm Arena, 2025-03-22 23:00 UTC",115.0,124.0
401705592,23/03/2025,New York Knicks,Washington Wizards,Madison Square Garden,23/03/2025,00:00 UTC,"Washington Wizards vs New York Knicks @ Madison Square Garden, 2025-03-23 00:00 UTC",103.0,122.0
401705593,23/03/2025,Sacramento Kings,Milwaukee Bucks,Golden 1 Center,23/03/2025,02:00 UTC,"Milwaukee Bucks vs Sacramento Kings @ Golden 1 Center, 2025-03-23 02:00 UTC",114.0,108.0
401705594,23/03/2025,Los Angeles Lakers,Chicago Bulls,crypto.com Arena,23/03/2025,02:30 UTC,"Chicago Bulls vs Los Angeles Lakers @ crypto.com Arena, 2025-03-23 02:30 UTC",146.0,115.0
401705595,23/03/2025,Detroit Pistons,New Orleans Pelicans,Little Caesars Arena,23/03/2025,19:00 UTC,"New Orleans Pelicans vs Detroit Pistons @ Little Caesars Arena, 2025-03-23 19:00 UTC",130.0,136.0
401705596,23/03/2025,Utah Jazz,Cleveland Cavaliers,Delta Center,23/03/2025,19:30 UTC,"Cleveland Cavaliers vs Utah Jazz @ Delta Center, 2025-03-23 19:30 UTC",120.0,91.0
401705597,23/03/2025,Atlanta Hawks,Philadelphia 76ers,State Farm Arena,23/03/2025,22:00 UTC,"Philadelphia 76ers vs Atlanta Hawks @ State Farm Arena, 2025-03-23 22:00 UTC",119.0,132.0
401705598,23/03/2025,Miami Heat,Charlotte Hornets,Kaseya Center,23/03/2025,22:00 UTC,"Charlotte Hornets vs Miami Heat @ Kaseya Center, 2025-03-23 22:00 UTC",105.0,122.0
401705599,23/03/2025,Toronto Raptors,San Antonio Spurs,Scotiabank Arena,23/03/2025,22:00 UTC,"San Antonio Spurs vs Toronto Raptors @ Scotiabank Arena, 2025-03-23 22:00 UTC",123.0,89.0
401705600,23/03/2025,Portland Trail Blazers,Boston Celtics,Moda Center,23/03/2025,22:00 UTC,"Boston Celtics vs Portland Trail Blazers @ Moda Center, 2025-03-23 22:00 UTC",129.0,116.0
401705601,23/03/2025,Houston Rockets,Denver Nuggets,Toyota Center (Houston),23/03/2025,23:00 UTC,"Denver Nuggets vs Houston Rockets @ Toyota Center (Houston), 2025-03-23 23:00 UTC",116.0,111.0
401705602,24/03/2025,LA Clippers,Oklahoma City Thunder,Intuit Dome,24/03/2025,01:00 UTC,"Oklahoma City Thunder vs LA Clippers @ Intuit Dome, 2025-03-24 01:00 UTC",103.0,101.0
401705603,24/03/2025,Indiana Pacers,Minnesota Timberwolves,Gainbridge Fieldhouse,24/03/2025,23:00 UTC,"Minnesota Timberwolves vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-03-24 23:00 UTC",103.0,119.0
401705604,24/03/2025,Orlando Magic,Los Angeles Lakers,Kia Center,24/03/2025,23:00 UTC,"Los Angeles Lakers vs Orlando Magic @ Kia Center, 2025-03-24 23:00 UTC",106.0,118.0
401705605,24/03/2025,Washington Wizards,Toronto Raptors,Capital One Arena,24/03/2025,23:00 UTC,"Toronto Raptors vs Washington Wizards @ Capital One Arena, 2025-03-24 23:00 UTC",112.0,104.0
401705606,24/03/2025,Brooklyn Nets,Dallas Mavericks,Barclays Center,24/03/2025,23:30 UTC,"Dallas Mavericks vs Brooklyn Nets @ Barclays Center, 2025-03-24 23:30 UTC",120.0,101.0
401705607,25/03/2025,New Orleans Pelicans,Philadelphia 76ers,Smoothie King Center,25/03/2025,00:00 UTC,"Philadelphia 76ers vs New Orleans Pelicans @ Smoothie King Center, 2025-03-25 00:00 UTC",99.0,112.0
401705608,25/03/2025,Denver Nuggets,Chicago Bulls,Ball Arena,25/03/2025,01:00 UTC,"Chicago Bulls vs Denver Nuggets @ Ball Arena, 2025-03-25 01:00 UTC",129.0,119.0
401705609,25/03/2025,Phoenix Suns,Milwaukee Bucks,PHX Arena,25/03/2025,02:00 UTC,"Milwaukee Bucks vs Phoenix Suns @ PHX Arena, 2025-03-25 02:00 UTC",106.0,108.0
401705610,25/03/2025,Sacramento Kings,Boston Celtics,Golden 1 Center,25/03/2025,02:00 UTC,"Boston Celtics vs Sacramento Kings @ Golden 1 Center, 2025-03-25 02:00 UTC",113.0,95.0
401705611,25/03/2025,Charlotte Hornets,Orlando Magic,Spectrum Center,25/03/2025,23:00 UTC,"Orlando Magic vs Charlotte Hornets @ Spectrum Center, 2025-03-25 23:00 UTC",111.0,104.0
401705612,25/03/2025,Detroit Pistons,San Antonio Spurs,Little Caesars Arena,25/03/2025,23:00 UTC,"San Antonio Spurs vs Detroit Pistons @ Little Caesars Arena, 2025-03-25 23:00 UTC",96.0,122.0
401705613,25/03/2025,Miami Heat,Golden State Warriors,Kaseya Center,25/03/2025,23:30 UTC,"Golden State Warriors vs Miami Heat @ Kaseya Center, 2025-03-25 23:30 UTC",86.0,112.0
401705614,25/03/2025,New York Knicks,Dallas Mavericks,Madison Square Garden,25/03/2025,23:30 UTC,"Dallas Mavericks vs New York Knicks @ Madison Square Garden, 2025-03-25 23:30 UTC",113.0,128.0
401705615,26/03/2025,Houston Rockets,Atlanta Hawks,Toyota Center (Houston),26/03/2025,00:00 UTC,"Atlanta Hawks vs Houston Rockets @ Toyota Center (Houston), 2025-03-26 00:00 UTC",114.0,121.0
401705616,26/03/2025,Utah Jazz,Memphis Grizzlies,Delta Center,26/03/2025,01:00 UTC,"Memphis Grizzlies vs Utah Jazz @ Delta Center, 2025-03-26 01:00 UTC",140.0,103.0
401705617,26/03/2025,Portland Trail Blazers,Cleveland Cavaliers,Moda Center,26/03/2025,02:00 UTC,"Cleveland Cavaliers vs Portland Trail Blazers @ Moda Center, 2025-03-26 02:00 UTC",122.0,111.0
401705618,26/03/2025,Sacramento Kings,Oklahoma City Thunder,Golden 1 Center,26/03/2025,02:00 UTC,"Oklahoma City Thunder vs Sacramento Kings @ Golden 1 Center, 2025-03-26 02:00 UTC",121.0,105.0
401705619,26/03/2025,Philadelphia 76ers,Washington Wizards,Wells Fargo Center,26/03/2025,23:00 UTC,"Washington Wizards vs Philadelphia 76ers @ Wells Fargo Center, 2025-03-26 23:00 UTC",119.0,114.0
401705620,26/03/2025,Brooklyn Nets,Toronto Raptors,Barclays Center,26/03/2025,23:30 UTC,"Toronto Raptors vs Brooklyn Nets @ Barclays Center, 2025-03-26 23:30 UTC",116.0,86.0
401705621,26/03/2025,Indiana Pacers,Los Angeles Lakers,Gainbridge Fieldhouse,26/03/2025,23:30 UTC,"Los Angeles Lakers vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-03-26 23:30 UTC",120.0,119.0
401705622,26/03/2025,New York Knicks,LA Clippers,Madison Square Garden,26/03/2025,23:30 UTC,"LA Clippers vs New York Knicks @ Madison Square Garden, 2025-03-26 23:30 UTC",126.0,113.0
401705623,27/03/2025,Denver Nuggets,Milwaukee Bucks,Ball Arena,27/03/2025,01:00 UTC,"Milwaukee Bucks vs Denver Nuggets @ Ball Arena, 2025-03-27 01:00 UTC",117.0,127.0
401705624,27/03/2025,Phoenix Suns,Boston Celtics,PHX Arena,27/03/2025,02:00 UTC,"Boston Celtics vs Phoenix Suns @ PHX Arena, 2025-03-27 02:00 UTC",132.0,102.0
401705625,27/03/2025,Cleveland Cavaliers,San Antonio Spurs,Rocket Arena,27/03/2025,23:00 UTC,"San Antonio Spurs vs Cleveland Cavaliers @ Rocket Arena, 2025-03-27 23:00 UTC",116.0,124.0
401705626,27/03/2025,Orlando Magic,Dallas Mavericks,Kia Center,27/03/2025,23:00 UTC,"Dallas Mavericks vs Orlando Magic @ Kia Center, 2025-03-27 23:00 UTC",101.0,92.0
401705627,27/03/2025,Washington Wizards,Indiana Pacers,Capital One Arena,27/03/2025,23:00 UTC,"Indiana Pacers vs Washington Wizards @ Capital One Arena, 2025-03-27 23:00 UTC",162.0,109.0
401705628,27/03/2025,Miami Heat,Atlanta Hawks,Kaseya Center,27/03/2025,23:30 UTC,"Atlanta Hawks vs Miami Heat @ Kaseya Center, 2025-03-27 23:30 UTC",112.0,122.0
401705629,28/03/2025,Chicago Bulls,Los Angeles Lakers,United Center,28/03/2025,00:00 UTC,"Los Angeles Lakers vs Chicago Bulls @ United Center, 2025-03-28 00:00 UTC",117.0,119.0
401705630,28/03/2025,Oklahoma City Thunder,Memphis Grizzlies,Paycom Center,28/03/2025,00:00 UTC,"Memphis Grizzlies vs Oklahoma City Thunder @ Paycom Center, 2025-03-28 00:00 UTC",104.0,125.0
401705631,28/03/2025,Utah Jazz,Houston Rockets,Delta Center,28/03/2025,01:00 UTC,"Houston Rockets vs Utah Jazz @ Delta Center, 2025-03-28 01:00 UTC",121.0,110.0
401705632,28/03/2025,Sacramento Kings,Portland Trail Blazers,Golden 1 Center,28/03/2025,02:00 UTC,"Portland Trail Blazers vs Sacramento Kings @ Golden 1 Center, 2025-03-28 02:00 UTC",107.0,128.0
401705633,28/03/2025,Detroit Pistons,Cleveland Cavaliers,Little Caesars Arena,28/03/2025,23:00 UTC,"Cleveland Cavaliers vs Detroit Pistons @ Little Caesars Arena, 2025-03-28 23:00 UTC",122.0,133.0
401705634,28/03/2025,Brooklyn Nets,LA Clippers,Barclays Center,28/03/2025,23:30 UTC,"LA Clippers vs Brooklyn Nets @ Barclays Center, 2025-03-28 23:30 UTC",132.0,100.0
401705635,28/03/2025,Toronto Raptors,Charlotte Hornets,Scotiabank Arena,28/03/2025,23:30 UTC,"Charlotte Hornets vs Toronto Raptors @ Scotiabank Arena, 2025-03-28 23:30 UTC",97.0,108.0
401705636,29/03/2025,Milwaukee Bucks,New York Knicks,Fiserv Forum,29/03/2025,00:00 UTC,"New York Knicks vs Milwaukee Bucks @ Fiserv Forum, 2025-03-29 00:00 UTC",116.0,107.0
401705637,29/03/2025,Minnesota Timberwolves,Phoenix Suns,Target Center,29/03/2025,00:00 UTC,"Phoenix Suns vs Minnesota Timberwolves @ Target Center, 2025-03-29 00:00 UTC",109.0,124.0
401705638,29/03/2025,New Orleans Pelicans,Golden State Warriors,Smoothie King Center,29/03/2025,00:00 UTC,"Golden State Warriors vs New Orleans Pelicans @ Smoothie King Center, 2025-03-29 00:00 UTC",111.0,95.0
401705639,29/03/2025,Denver Nuggets,Utah Jazz,Ball Arena,29/03/2025,01:00 UTC,"Utah Jazz vs Denver Nuggets @ Ball Arena, 2025-03-29 01:00 UTC",93.0,129.0
401705640,29/03/2025,Orlando Magic,Sacramento Kings,Kia Center,29/03/2025,21:00 UTC,"Sacramento Kings vs Orlando Magic @ Kia Center, 2025-03-29 21:00 UTC",91.0,121.0
401705641,29/03/2025,Washington Wizards,Brooklyn Nets,Capital One Arena,29/03/2025,23:00 UTC,"Brooklyn Nets vs Washington Wizards @ Capital One Arena, 2025-03-29 23:00 UTC",115.0,112.0
401705642,29/03/2025,Philadelphia 76ers,Miami Heat,Wells Fargo Center,29/03/2025,23:30 UTC,"Miami Heat vs Philadelphia 76ers @ Wells Fargo Center, 2025-03-29 23:30 UTC",118.0,95.0
401705643,30/03/2025,Chicago Bulls,Dallas Mavericks,United Center,30/03/2025,00:00 UTC,"Dallas Mavericks vs Chicago Bulls @ United Center, 2025-03-30 00:00 UTC",120.0,119.0
401705644,30/03/2025,Memphis Grizzlies,Los Angeles Lakers,FedExForum,30/03/2025,00:00 UTC,"Los Angeles Lakers vs Memphis Grizzlies @ FedExForum, 2025-03-30 00:00 UTC",134.0,127.0
401705645,30/03/2025,Oklahoma City Thunder,Indiana Pacers,Paycom Center,30/03/2025,00:00 UTC,"Indiana Pacers vs Oklahoma City Thunder @ Paycom Center, 2025-03-30 00:00 UTC",111.0,132.0
401705646,30/03/2025,San Antonio Spurs,Boston Celtics,Frost Bank Center,30/03/2025,00:00 UTC,"Boston Celtics vs San Antonio Spurs @ Frost Bank Center, 2025-03-30 00:00 UTC",121.0,111.0
401705647,30/03/2025,Cleveland Cavaliers,LA Clippers,Rocket Arena,30/03/2025,19:30 UTC,"LA Clippers vs Cleveland Cavaliers @ Rocket Arena, 2025-03-30 19:30 UTC",122.0,127.0
401705648,30/03/2025,New York Knicks,Portland Trail Blazers,Madison Square Garden,30/03/2025,22:00 UTC,"Portland Trail Blazers vs New York Knicks @ Madison Square Garden, 2025-03-30 22:00 UTC",93.0,110.0
401705649,30/03/2025,Milwaukee Bucks,Atlanta Hawks,Fiserv Forum,30/03/2025,23:00 UTC,"Atlanta Hawks vs Milwaukee Bucks @ Fiserv Forum, 2025-03-30 23:00 UTC",145.0,124.0
401705650,30/03/2025,Minnesota Timberwolves,Detroit Pistons,Target Center,30/03/2025,23:00 UTC,"Detroit Pistons vs Minnesota Timberwolves @ Target Center, 2025-03-30 23:00 UTC",104.0,123.0
401705651,30/03/2025,New Orleans Pelicans,Charlotte Hornets,Smoothie King Center,30/03/2025,23:00 UTC,"Charlotte Hornets vs New Orleans Pelicans @ Smoothie King Center, 2025-03-30 23:00 UTC",94.0,98.0
401705652,30/03/2025,San Antonio Spurs,Golden State Warriors,Frost Bank Center,30/03/2025,23:00 UTC,"Golden State Warriors vs San Antonio Spurs @ Frost Bank Center, 2025-03-30 23:00 UTC",148.0,106.0
401705653,30/03/2025,Philadelphia 76ers,Toronto Raptors,Wells Fargo Center,30/03/2025,23:30 UTC,"Toronto Raptors vs Philadelphia 76ers @ Wells Fargo Center, 2025-03-30 23:30 UTC",127.0,109.0
401705654,31/03/2025,Phoenix Suns,Houston Rockets,PHX Arena,31/03/2025,01:00 UTC,"Houston Rockets vs Phoenix Suns @ PHX Arena, 2025-03-31 01:00 UTC",148.0,109.0
401705655,31/03/2025,Charlotte Hornets,Utah Jazz,Spectrum Center,31/03/2025,23:00 UTC,"Utah Jazz vs Charlotte Hornets @ Spectrum Center, 2025-03-31 23:00 UTC",106.0,110.0
401705656,31/03/2025,Indiana Pacers,Sacramento Kings,Gainbridge Fieldhouse,31/03/2025,23:00 UTC,"Sacramento Kings vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-03-31 23:00 UTC",109.0,111.0
401705657,31/03/2025,Orlando Magic,LA Clippers,Kia Center,31/03/2025,23:00 UTC,"LA Clippers vs Orlando Magic @ Kia Center, 2025-03-31 23:00 UTC",96.0,87.0
401705658,31/03/2025,Washington Wizards,Miami Heat,Capital One Arena,31/03/2025,23:00 UTC,"Miami Heat vs Washington Wizards @ Capital One Arena, 2025-03-31 23:00 UTC",120.0,94.0
401705659,31/03/2025,Memphis Grizzlies,Boston Celtics,FedExForum,31/03/2025,23:30 UTC,"Boston Celtics vs Memphis Grizzlies @ FedExForum, 2025-03-31 23:30 UTC",117.0,103.0
401705660,01/04/2025,Oklahoma City Thunder,Chicago Bulls,Paycom Center,01/04/2025,00:00 UTC,"Chicago Bulls vs Oklahoma City Thunder @ Paycom Center, 2025-04-01 00:00 UTC",117.0,145.0
401705661,01/04/2025,Dallas Mavericks,Brooklyn Nets,American Airlines Center,01/04/2025,00:30 UTC,"Brooklyn Nets vs Dallas Mavericks @ American Airlines Center, 2025-04-01 00:30 UTC",113.0,109.0
401705662,01/04/2025,Los Angeles Lakers,Houston Rockets,crypto.com Arena,01/04/2025,02:00 UTC,"Houston Rockets vs Los Angeles Lakers @ crypto.com Arena, 2025-04-01 02:00 UTC",98.0,104.0
401705663,01/04/2025,Atlanta Hawks,Portland Trail Blazers,State Farm Arena,01/04/2025,23:30 UTC,"Portland Trail Blazers vs Atlanta Hawks @ State Farm Arena, 2025-04-01 23:30 UTC",127.0,113.0
401705664,01/04/2025,New York Knicks,Philadelphia 76ers,Madison Square Garden,01/04/2025,23:30 UTC,"Philadelphia 76ers vs New York Knicks @ Madison Square Garden, 2025-04-01 23:30 UTC",91.0,105.0
401705665,02/04/2025,Chicago Bulls,Toronto Raptors,United Center,02/04/2025,00:00 UTC,"Toronto Raptors vs Chicago Bulls @ United Center, 2025-04-02 00:00 UTC",118.0,137.0
401705666,02/04/2025,Memphis Grizzlies,Golden State Warriors,FedExForum,02/04/2025,00:00 UTC,"Golden State Warriors vs Memphis Grizzlies @ FedExForum, 2025-04-02 00:00 UTC",134.0,125.0
401705667,01/04/2025,Milwaukee Bucks,Phoenix Suns,Fiserv Forum,01/04/2025,23:30 UTC,"Phoenix Suns vs Milwaukee Bucks @ Fiserv Forum, 2025-04-01 23:30 UTC",123.0,133.0
401705668,02/04/2025,Denver Nuggets,Minnesota Timberwolves,Ball Arena,02/04/2025,02:00 UTC,"Minnesota Timberwolves vs Denver Nuggets @ Ball Arena, 2025-04-02 02:00 UTC",140.0,139.0
401705669,02/04/2025,Cleveland Cavaliers,New York Knicks,Rocket Arena,02/04/2025,23:00 UTC,"New York Knicks vs Cleveland Cavaliers @ Rocket Arena, 2025-04-02 23:00 UTC",105.0,124.0
401705670,02/04/2025,Indiana Pacers,Charlotte Hornets,Gainbridge Fieldhouse,02/04/2025,23:00 UTC,"Charlotte Hornets vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-04-02 23:00 UTC",105.0,119.0
401705671,02/04/2025,Washington Wizards,Sacramento Kings,Capital One Arena,02/04/2025,23:00 UTC,"Sacramento Kings vs Washington Wizards @ Capital One Arena, 2025-04-02 23:00 UTC",111.0,116.0
401705672,02/04/2025,Boston Celtics,Miami Heat,TD Garden,02/04/2025,23:30 UTC,"Miami Heat vs Boston Celtics @ TD Garden, 2025-04-02 23:30 UTC",124.0,103.0
401705673,03/04/2025,Houston Rockets,Utah Jazz,Toyota Center (Houston),03/04/2025,00:00 UTC,"Utah Jazz vs Houston Rockets @ Toyota Center (Houston), 2025-04-03 00:00 UTC",105.0,143.0
401705674,03/04/2025,Oklahoma City Thunder,Detroit Pistons,Paycom Center,03/04/2025,01:30 UTC,"Detroit Pistons vs Oklahoma City Thunder @ Paycom Center, 2025-04-03 01:30 UTC",103.0,119.0
401705675,03/04/2025,Dallas Mavericks,Atlanta Hawks,American Airlines Center,03/04/2025,00:30 UTC,"Atlanta Hawks vs Dallas Mavericks @ American Airlines Center, 2025-04-03 00:30 UTC",118.0,120.0
401705676,03/04/2025,Denver Nuggets,San Antonio Spurs,Ball Arena,03/04/2025,01:00 UTC,"San Antonio Spurs vs Denver Nuggets @ Ball Arena, 2025-04-03 01:00 UTC",113.0,106.0
401705677,03/04/2025,LA Clippers,New Orleans Pelicans,Intuit Dome,03/04/2025,02:30 UTC,"New Orleans Pelicans vs LA Clippers @ Intuit Dome, 2025-04-03 02:30 UTC",98.0,114.0
401705678,03/04/2025,Washington Wizards,Orlando Magic,Capital One Arena,03/04/2025,23:00 UTC,"Orlando Magic vs Washington Wizards @ Capital One Arena, 2025-04-03 23:00 UTC",109.0,97.0
401705679,03/04/2025,Brooklyn Nets,Minnesota Timberwolves,Barclays Center,03/04/2025,23:30 UTC,"Minnesota Timberwolves vs Brooklyn Nets @ Barclays Center, 2025-04-03 23:30 UTC",105.0,90.0
401705680,03/04/2025,Miami Heat,Memphis Grizzlies,Kaseya Center,03/04/2025,23:30 UTC,"Memphis Grizzlies vs Miami Heat @ Kaseya Center, 2025-04-03 23:30 UTC",110.0,108.0
401705681,03/04/2025,Philadelphia 76ers,Milwaukee Bucks,Wells Fargo Center,03/04/2025,23:00 UTC,"Milwaukee Bucks vs Philadelphia 76ers @ Wells Fargo Center, 2025-04-03 23:00 UTC",126.0,113.0
401705682,03/04/2025,Toronto Raptors,Portland Trail Blazers,Scotiabank Arena,03/04/2025,23:30 UTC,"Portland Trail Blazers vs Toronto Raptors @ Scotiabank Arena, 2025-04-03 23:30 UTC",112.0,103.0
401705683,04/04/2025,Los Angeles Lakers,Golden State Warriors,crypto.com Arena,04/04/2025,02:00 UTC,"Golden State Warriors vs Los Angeles Lakers @ crypto.com Arena, 2025-04-04 02:00 UTC",123.0,116.0
401705684,04/04/2025,Charlotte Hornets,Sacramento Kings,Spectrum Center,04/04/2025,23:00 UTC,"Sacramento Kings vs Charlotte Hornets @ Spectrum Center, 2025-04-04 23:00 UTC",125.0,102.0
401705685,04/04/2025,Indiana Pacers,Utah Jazz,Gainbridge Fieldhouse,04/04/2025,23:00 UTC,"Utah Jazz vs Indiana Pacers @ Gainbridge Fieldhouse, 2025-04-04 23:00 UTC",112.0,140.0
401705686,04/04/2025,Boston Celtics,Phoenix Suns,TD Garden,04/04/2025,23:30 UTC,"Phoenix Suns vs Boston Celtics @ TD Garden, 2025-04-04 23:30 UTC",103.0,123.0
401705687,04/04/2025,Toronto Raptors,Detroit Pistons,Scotiabank Arena,04/04/2025,23:30 UTC,"Detroit Pistons vs Toronto Raptors @ Scotiabank Arena, 2025-04-04 23:30 UTC",117.0,105.0
401705688,05/04/2025,Chicago Bulls,Portland Trail Blazers,United Center,05/04/2025,00:00 UTC,"Portland Trail Blazers vs Chicago Bulls @ United Center, 2025-04-05 00:00 UTC",113.0,118.0
401705689,05/04/2025,Houston Rockets,Oklahoma City Thunder,Toyota Center (Houston),05/04/2025,00:00 UTC,"Oklahoma City Thunder vs Houston Rockets @ Toyota Center (Houston), 2025-04-05 00:00 UTC",111.0,125.0
401705690,05/04/2025,San Antonio Spurs,Cleveland Cavaliers,Frost Bank Center,05/04/2025,00:00 UTC,"Cleveland Cavaliers vs San Antonio Spurs @ Frost Bank Center, 2025-04-05 00:00 UTC",114.0,113.0
401705691,05/04/2025,Golden State Warriors,Denver Nuggets,Chase Center,05/04/2025,02:00 UTC,"Denver Nuggets vs Golden State Warriors @ Chase Center, 2025-04-05 02:00 UTC",104.0,118.0
401705692,05/04/2025,Los Angeles Lakers,New Orleans Pelicans,crypto.com Arena,05/04/2025,02:30 UTC,"New Orleans Pelicans vs Los Angeles Lakers @ crypto.com Arena, 2025-04-05 02:30 UTC",108.0,124.0
401705693,05/04/2025,LA Clippers,Dallas Mavericks,Intuit Dome,05/04/2025,02:30 UTC,"Dallas Mavericks vs LA Clippers @ Intuit Dome, 2025-04-05 02:30 UTC",91.0,114.0
401705694,05/04/2025,Atlanta Hawks,New York Knicks,State Farm Arena,05/04/2025,19:00 UTC,"New York Knicks vs Atlanta Hawks @ State Farm Arena, 2025-04-05 19:00 UTC",121.0,105.0
401705695,05/04/2025,Detroit Pistons,Memphis Grizzlies,Little Caesars Arena,05/04/2025,23:00 UTC,"Memphis Grizzlies vs Detroit Pistons @ Little Caesars Arena, 2025-04-05 23:00 UTC",109.0,103.0
401705696,05/04/2025,Philadelphia 76ers,Minnesota Timberwolves,Wells Fargo Center,05/04/2025,23:00 UTC,"Minnesota Timberwolves vs Philadelphia 76ers @ Wells Fargo Center, 2025-04-05 23:00 UTC",114.0,109.0
401705697,06/04/2025,Miami Heat,Milwaukee Bucks,Kaseya Center,06/04/2025,00:00 UTC,"Milwaukee Bucks vs Miami Heat @ Kaseya Center, 2025-04-06 00:00 UTC",121.0,115.0
401705698,06/04/2025,LA Clippers,Dallas Mavericks,Intuit Dome,06/04/2025,02:30 UTC,"Dallas Mavericks vs LA Clippers @ Intuit Dome, 2025-04-06 02:30 UTC",104.0,135.0
401705699,06/04/2025,Charlotte Hornets,Chicago Bulls,Spectrum Center,06/04/2025,17:00 UTC,"Chicago Bulls vs Charlotte Hornets @ Spectrum Center, 2025-04-06 17:00 UTC",131.0,117.0
401705700,06/04/2025,Brooklyn Nets,Toronto Raptors,Barclays Center,06/04/2025,19:30 UTC,"Toronto Raptors vs Brooklyn Nets @ Barclays Center, 2025-04-06 19:30 UTC",120.0,109.0
401705701,06/04/2025,Oklahoma City Thunder,Los Angeles Lakers,Paycom Center,06/04/2025,19:30 UTC,"Los Angeles Lakers vs Oklahoma City Thunder @ Paycom Center, 2025-04-06 19:30 UTC",126.0,99.0
